"weight";"word";"color";"url"
"0";"hear";"";""
"0";"heard";"";""
"35";"hearest";"";""
"35";"heareth";"";""
"14";"hearing";"";""
"0";"heart";"";""
"35";"heartless";"";""
"35";"heartsick";"";""
"0";"heat";"";""
"0";"heaven";"";""
"0";"heavenly";"";""
"0";"heavens";"";""
"0";"heavy";"";""
"17";"heel";"";""
"0";"heir";"";""
"0";"held";"";""
"35";"helen";"";""
"14";"hell";"";""
"14";"helps";"";""
"35";"henceforth";"";""
"70";"henceforward";"";""
"0";"herald";"";""
"35";"heralds";"";""
"35";"hereabouts";"";""
"35";"hero";"";""
"0";"hide";"";""
"0";"hideous";"";""
"123";"hie";"";""
"0";"high";"";""
"35";"highmost";"";""
"35";"highway";"";""
"35";"hildings";"";""
"17";"hill";"";""
"22";"hire";"";""
"44";"hit";"";""
"35";"hoar";"";""
"35";"hoars";"";""
"70";"hoarse";"";""
"0";"hold";"";""
"7";"holding";"";""
"0";"hollow";"";""
"17";"holp";"";""
"0";"holy";"";""
"35";"homely";"";""
"0";"honest";"";""
"0";"honesty";"";""
"53";"honey";"";""
"29";"honour";"";""
"29";"honourable";"";""
"35";"hood";"";""
"35";"hop";"";""
"0";"hope";"";""
"35";"hopeful";"";""
"17";"hopes";"";""
"0";"horrible";"";""
"7";"horses";"";""
"0";"hot";"";""
"0";"hour";"";""
"0";"hours";"";""
"0";"house";"";""
"35";"houses";"";""
"17";"housewife";"";""
"17";"howling";"";""
"0";"huge";"";""
"35";"hugh";"";""
"7";"humbly";"";""
"17";"humorous";"";""
"17";"humour";"";""
"35";"hungry";"";""
"35";"hunting";"";""
"35";"hurdle";"";""
"35";"hurry";"";""
"0";"hurt";"";""
"0";"husband";"";""
"35";"hymns";"";""
"0";"idle";"";""
"35";"idles";"";""
"0";"ill";"";""
"35";"immoderately";"";""
"22";"immortal";"";""
"17";"impatient";"";""
"35";"impeach";"";""
"7";"import";"";""
"35";"impute";"";""
"35";"inauspicious";"";""
"7";"inch";"";""
"106";"inconstant";"";""
"17";"incorporate";"";""
"35";"inexorable";"";""
"35";"infant";"";""
"17";"infection";"";""
"35";"infectious";"";""
"35";"infold";"";""
"35";"inherit";"";""
"17";"injuries";"";""
"35";"ink";"";""
"0";"instant";"";""
"14";"instruments";"";""
"0";"intend";"";""
"35";"intents";"";""
"35";"intercession";"";""
"35";"interchanging";"";""
"35";"interrupt";"";""
"35";"intrusion";"";""
"35";"inundation";"";""
"17";"invite";"";""
"17";"invited";"";""
"35";"invocation";"";""
"106";"iron";"";""
"0";"issue";"";""
"35";"issuing";"";""
"35";"jack";"";""
"35";"james";"";""
"35";"jaunce";"";""
"35";"jauncing";"";""
"17";"jaws";"";""
"14";"jealous";"";""
"106";"jest";"";""
"35";"jests";"";""
"35";"jesu";"";""
"7";"jewel";"";""
"17";"jocund";"";""
"35";"john";"";""
"35";"joiner";"";""
"14";"joint";"";""
"70";"joints";"";""
"17";"jove";"";""
"0";"joy";"";""
"176";"joyful";"";""
"14";"joys";"";""
"22";"judgment";"";""
"813";"juliet";"";""
"0";"justly";"";""
"35";"keepers";"";""
"0";"kill";"";""
"17";"killing";"";""
"0";"kind";"";""
"35";"kindly";"";""
"35";"kindred";"";""
"14";"king";"";""
"17";"kings";"";""
"106";"kinsman";"";""
"70";"kinsmen";"";""
"36";"kiss";"";""
"22";"kisses";"";""
"35";"kitchen";"";""
"0";"knave";"";""
"7";"knees";"";""
"22";"knew";"";""
"53";"knife";"";""
"17";"knight";"";""
"17";"knit";"";""
"14";"knock";"";""
"35";"knocks";"";""
"17";"knot";"";""
"29";"knowest";"";""
"35";"label";"";""
"35";"labour";"";""
"35";"lace";"";""
"7";"lacks";"";""
"22";"ladies";"";""
"0";"lady";"";""
"0";"laid";"";""
"106";"lain";"";""
"88";"lamentable";"";""
"35";"lamentation";"";""
"70";"lammas";"";""
"35";"lamps";"";""
"35";"lane";"";""
"35";"lap";"";""
"70";"lark";"";""
"17";"lasting";"";""
"0";"late";"";""
"0";"laugh";"";""
"35";"laurence";"";""
"0";"law";"";""
"0";"lay";"";""
"35";"lays";"";""
"35";"lazy";"";""
"0";"lead";"";""
"35";"leaf";"";""
"17";"lean";"";""
"17";"leans";"";""
"17";"leap";"";""
"35";"leaps";"";""
"35";"leapt";"";""
"0";"learn";"";""
"7";"learned";"";""
"35";"learning";"";""
"35";"learns";"";""
"70";"learnt";"";""
"0";"leave";"";""
"7";"leaves";"";""
"17";"leaving";"";""
"0";"left";"";""
"17";"leg";"";""
"7";"leisure";"";""
"0";"lend";"";""
"53";"lends";"";""
"35";"lengthens";"";""
"106";"lent";"";""
"17";"lenten";"";""
"7";"lesser";"";""
"35";"lessoned";"";""
"0";"letter";"";""
"0";"letters";"";""
"17";"letting";"";""
"17";"level";"";""
"7";"liberty";"";""
"53";"lick";"";""
"0";"lie";"";""
"0";"lies";"";""
"17";"liest";"";""
"35";"lieve";"";""
"0";"life";"";""
"17";"lifts";"";""
"0";"light";"";""
"35";"lightly";"";""
"35";"lightning";"";""
"0";"lights";"";""
"106";"likeness";"";""
"17";"liking";"";""
"35";"limits";"";""
"35";"limping";"";""
"58";"lips";"";""
"7";"liquid";"";""
"17";"liquor";"";""
"0";"live";"";""
"35";"lively";"";""
"35";"liver";"";""
"17";"livery";"";""
"0";"lives";"";""
"22";"living";"";""
"35";"loathed";"";""
"53";"loathsome";"";""
"35";"locks";"";""
"17";"lodges";"";""
"70";"logs";"";""
"17";"loins";"";""
"35";"lolling";"";""
"0";"long";"";""
"0";"longer";"";""
"0";"lord";"";""
"0";"lose";"";""
"7";"loss";"";""
"0";"lost";"";""
"0";"love";"";""
"35";"lovely";"";""
"17";"lover";"";""
"53";"lovers";"";""
"0";"loves";"";""
"0";"loving";"";""
"35";"lucio";"";""
"35";"lure";"";""
"35";"lurk";"";""
"35";"lustier";"";""
"14";"lusty";"";""
"106";"mab";"";""
"0";"mad";"";""
"35";"madly";"";""
"17";"madman";"";""
"17";"madmen";"";""
"7";"madness";"";""
"0";"maid";"";""
"7";"maiden";"";""
"35";"maidenhead";"";""
"53";"maids";"";""
"17";"maintains";"";""
"0";"making";"";""
"35";"mall";"";""
"0";"man";"";""
"14";"manage";"";""
"35";"mandrakes";"";""
"17";"manent";"";""
"35";"manes";"";""
"35";"mangle";"";""
"35";"mangled";"";""
"35";"manly";"";""
"7";"manner";"";""
"35";"mannerly";"";""
"14";"manners";"";""
"35";"mansion";"";""
"7";"mantle";"";""
"70";"mantua";"";""
"7";"march";"";""
"35";"marchpane";"";""
"17";"margent";"";""
"0";"mark";"";""
"44";"marriage";"";""
"110";"married";"";""
"0";"marry";"";""
"17";"martial";"";""
"35";"martino";"";""
"35";"marvellous";"";""
"35";"mask";"";""
"35";"masks";"";""
"7";"mass";"";""
"58";"master";"";""
"35";"masterless";"";""
"7";"masters";"";""
"0";"match";"";""
"0";"matter";"";""
"70";"mattock";"";""
"22";"mayst";"";""
"35";"meagre";"";""
"17";"meanest";"";""
"7";"meaning";"";""
"14";"meant";"";""
"36";"measure";"";""
"35";"measuring";"";""
"35";"meat";"";""
"35";"meddle";"";""
"7";"medicine";"";""
"35";"medlar";"";""
"35";"medlars";"";""
"0";"meet";"";""
"7";"meeting";"";""
"17";"melancholy";"";""
"17";"memory";"";""
"0";"men";"";""
"35";"menace";"";""
"0";"mend";"";""
"35";"merchant";"";""
"106";"mercutio";"";""
"0";"mercy";"";""
"0";"merit";"";""
"141";"merry";"";""
"35";"messages";"";""
"14";"messenger";"";""
"0";"met";"";""
"35";"meteor";"";""
"0";"methinks";"";""
"35";"mickle";"";""
"35";"mightst";"";""
