n;k;m
4136;100;243
4137;100;250
4138;100;251
4139;100;249
4140;100;257
4141;100;264
4142;100;258
4143;100;258
4144;100;259
4145;100;269
4146;100;244
4147;100;257
4148;100;249
4149;100;265
4150;100;244
4151;100;248
4152;100;261
4153;100;245
4154;100;250
4155;100;243
4156;100;248
4157;100;250
4158;100;256
4159;100;250
4160;100;260
4161;100;238
4162;100;243
4163;100;252
4164;100;248
4165;100;248
4166;100;244
4167;100;247
4168;100;253
4169;100;246
4170;100;252
4171;100;249
4172;100;242
4173;100;244
4174;100;248
4175;100;244
4176;100;244
4177;100;241
4178;100;237
4179;100;246
4180;100;244
4181;100;247
4182;100;251
4183;100;259
4184;100;255
4185;100;256
4186;100;255
4187;100;252
4188;100;254
4189;100;253
4190;100;254
4191;100;251
4192;100;253
4193;100;249
4194;100;257
4195;100;248
4196;100;242
4197;100;260
4198;100;238
4199;100;257
4200;100;254
4201;100;261
4202;100;246
4203;100;256
4204;100;249
4205;100;268
4206;100;256
4207;100;257
4208;100;250
4209;100;251
4210;100;250
4211;100;249
4212;100;249
4213;100;250
4214;100;250
4215;100;257
4216;100;252
4217;100;260
4218;100;235
4219;100;258
4220;100;257
4221;100;248
4222;100;263
4223;100;262
4224;100;239
4225;100;243
4226;100;250
4227;100;246
4228;100;254
4229;100;251
4230;100;253
4231;100;256
4232;100;256
4233;100;245
4234;100;254
4235;100;251
4236;100;253
4237;100;251
4238;100;250
4239;100;246
4240;100;258
4241;100;246
4242;100;262
4243;100;260
4244;100;252
4245;100;263
4246;100;251
4247;100;250
4248;100;254
4249;100;256
4250;100;264
4251;100;265
4252;100;251
4253;100;248
4254;100;253
4255;100;254
4256;100;260
4257;100;243
4258;100;259
4259;100;265
4260;100;258
4261;100;248
4262;100;251
4263;100;267
4264;100;243
4265;100;251
4266;100;247
4267;100;254
4268;100;252
4269;100;243
4270;100;249
4271;100;257
4272;100;263
4273;100;242
4274;100;239
4275;100;249
4276;100;249
4277;100;255
4278;100;250
4279;100;259
4280;100;242
4281;100;252
4282;100;254
4283;100;247
4284;100;260
4285;100;248
4286;100;270
4287;100;249
4288;100;261
4289;100;251
4290;100;251
4291;100;251
4292;100;244
4293;100;254
4294;100;258
4295;100;260
4296;100;257
4297;100;250
4298;100;258
4299;100;255
4300;100;252
4301;100;256
4302;100;253
4303;100;259
4304;100;254
4305;100;262
4306;100;251
4307;100;247
4308;100;246
4309;100;256
4310;100;267
4311;100;248
4312;100;254
4313;100;256
4314;100;249
4315;100;255
4316;100;243
4317;100;259
4318;100;254
4319;100;265
4320;100;253
4321;100;250
4322;100;254
4323;100;249
4324;100;253
4325;100;261
4326;100;255
4327;100;249
4328;100;256
4329;100;252
4330;100;248
4331;100;251
4332;100;242
4333;100;244
4334;100;259
4335;100;257
4336;100;239
4337;100;251
4338;100;257
4339;100;251
4340;100;250
4341;100;244
4342;100;253
4343;100;249
4344;100;265
4345;100;258
4346;100;249
4347;100;258
4348;100;268
4349;100;254
4350;100;253
4351;100;254
4352;100;255
4353;100;252
4354;100;265
4355;100;252
4356;100;258
4357;100;259
4358;100;260
4359;100;255
4360;100;250
4361;100;262
4362;100;248
4363;100;254
4364;100;244
4365;100;269
4366;100;261
4367;100;250
4368;100;253
4369;100;255
4370;100;259
4371;100;258
4372;100;257
4373;100;247
4374;100;254
4375;100;241
4376;100;257
4377;100;248
4378;100;249
4379;100;263
4380;100;256
4381;100;251
4382;100;251
4383;100;258
4384;100;255
4385;100;257
4386;100;248
4387;100;259
4388;100;256
4389;100;249
4390;100;255
4391;100;250
4392;100;255
4393;100;261
4394;100;263
4395;100;255
4396;100;258
4397;100;259
4398;100;255
4399;100;256
4400;100;261
4401;100;250
4402;100;257
4403;100;247
4404;100;252
4405;100;258
4406;100;239
4407;100;253
4408;100;261
4409;100;260
4410;100;257
4411;100;275
4412;100;259
4413;100;257
4414;100;259
4415;100;252
4416;100;249
4417;100;249
4418;100;248
4419;100;247
4420;100;253
4421;100;255
4422;100;252
4423;100;263
4424;100;250
4425;100;261
4426;100;257
4427;100;255
4428;100;256
4429;100;249
4430;100;259
4431;100;250
4432;100;248
4433;100;263
4434;100;250
4435;100;256
4436;100;261
4437;100;255
4438;100;260
4439;100;251
4440;100;257
4441;100;258
4442;100;259
4443;100;246
4444;100;251
4445;100;258
4446;100;255
4447;100;258
4448;100;250
4449;100;248
4450;100;258
4451;100;254
4452;100;258
4453;100;256
4454;100;256
4455;100;266
4456;100;251
4457;100;247
4458;100;255
4459;100;250
4460;100;248
4461;100;255
4462;100;251
4463;100;265
4464;100;272
4465;100;255
4466;100;249
4467;100;248
4468;100;248
4469;100;264
4470;100;257
4471;100;262
4472;100;266
4473;100;246
4474;100;250
4475;100;254
4476;100;245
4477;100;258
4478;100;245
4479;100;257
4480;100;259
4481;100;247
4482;100;253
4483;100;253
4484;100;250
4485;100;258
4486;100;262
4487;100;259
4488;100;254
4489;100;251
4490;100;251
4491;100;267
4492;100;249
4493;100;251
4494;100;270
4495;100;254
4496;100;260
4497;100;256
4498;100;260
4499;100;250
4500;100;258
4501;100;254
4502;100;250
4503;100;259
4504;100;262
4505;100;262
4506;100;257
4507;100;254
4508;100;254
4509;100;257
4510;100;265
4511;100;248
4512;100;265
4513;100;250
4514;100;248
4515;100;251
4516;100;261
4517;100;259
4518;100;265
4519;100;259
4520;100;270
4521;100;261
4522;100;253
4523;100;260
4524;100;260
4525;100;263
4526;100;255
4527;100;258
4528;100;263
4529;100;256
4530;100;264
4531;100;260
4532;100;260
4533;100;262
4534;100;250
4535;100;266
4536;100;267
4537;100;248
4538;100;258
4539;100;261
4540;100;254
4541;100;245
4542;100;262
4543;100;260
4544;100;263
4545;100;260
4546;100;254
4547;100;257
4548;100;256
4549;100;250
4550;100;247
4551;100;247
4552;100;250
4553;100;256
4554;100;275
4555;100;252
4556;100;264
4557;100;261
4558;100;254
4559;100;255
4560;100;258
4561;100;254
4562;100;244
4563;100;260
4564;100;261
4565;100;253
4566;100;246
4567;100;256
4568;100;254
4569;100;268
4570;100;265
4571;100;267
4572;100;262
4573;100;256
4574;100;250
4575;100;262
4576;100;254
4577;100;267
4578;100;260
4579;100;252
4580;100;267
4581;100;256
4582;100;257
4583;100;252
4584;100;242
4585;100;255
4586;100;259
4587;100;257
4588;100;255
4589;100;263
4590;100;257
4591;100;263
4592;100;253
4593;100;254
4594;100;250
4595;100;260
4596;100;264
4597;100;256
4598;100;252
4599;100;271
4600;100;254
4601;100;266
4602;100;244
4603;100;262
4604;100;264
4605;100;259
4606;100;256
4607;100;254
4608;100;273
4609;100;261
4610;100;256
4611;100;255
4612;100;264
4613;100;258
4614;100;258
4615;100;267
4616;100;249
4617;100;259
4618;100;259
4619;100;257
4620;100;264
4621;100;266
4622;100;257
4623;100;267
4624;100;251
4625;100;260
4626;100;261
4627;100;255
4628;100;262
4629;100;251
4630;100;258
4631;100;253
4632;100;253
4633;100;255
4634;100;258
4635;100;263
4636;100;245
4637;100;250
4638;100;261
4639;100;269
4640;100;259
4641;100;263
4642;100;258
4643;100;278
4644;100;253
4645;100;257
4646;100;250
4647;100;264
4648;100;267
4649;100;252
4650;100;270
4651;100;255
4652;100;254
4653;100;272
4654;100;251
4655;100;253
4656;100;254
4657;100;262
4658;100;256
4659;100;257
4660;100;250
4661;100;266
4662;100;255
4663;100;269
4664;100;247
4665;100;265
4666;100;264
4667;100;255
4668;100;264
4669;100;265
4670;100;266
4671;100;248
4672;100;264
4673;100;271
4674;100;266
4675;100;254
4676;100;262
4677;100;264
4678;100;264
4679;100;259
4680;100;262
4681;100;249
4682;100;259
4683;100;262
4684;100;247
4685;100;251
4686;100;255
4687;100;251
4688;100;266
4689;100;258
4690;100;270
4691;100;261
4692;100;260
4693;100;255
4694;100;255
4695;100;264
4696;100;271
4697;100;266
4698;100;253
4699;100;270
4700;100;263
4701;100;257
4702;100;257
4703;100;273
4704;100;257
4705;100;265
4706;100;262
4707;100;255
4708;100;248
4709;100;258
4710;100;265
4711;100;248
4712;100;254
4713;100;245
4714;100;250
4715;100;250
4716;100;266
4717;100;251
4718;100;263
4719;100;263
4720;100;255
4721;100;260
4722;100;272
4723;100;258
4724;100;258
4725;100;269
4726;100;252
4727;100;265
4728;100;264
4729;100;258
4730;100;258
4731;100;254
4732;100;255
4733;100;251
4734;100;264
4735;100;250
4736;100;259
4737;100;256
4738;100;261
4739;100;257
4740;100;257
4741;100;266
4742;100;262
4743;100;254
4744;100;267
4745;100;256
4746;100;257
4747;100;249
4748;100;257
4749;100;254
4750;100;258
4751;100;253
4752;100;260
4753;100;257
4754;100;270
4755;100;255
4756;100;254
4757;100;253
4758;100;260
4759;100;250
4760;100;258
4761;100;251
4762;100;255
4763;100;252
4764;100;261
4765;100;244
4766;100;267
4767;100;261
4768;100;257
4769;100;268
4770;100;255
4771;100;248
4772;100;269
4773;100;252
4774;100;262
4775;100;251
4776;100;267
4777;100;259
4778;100;264
4779;100;253
4780;100;269
4781;100;260
4782;100;277
4783;100;257
4784;100;261
4785;100;259
4786;100;256
4787;100;275
4788;100;259
4789;100;256
4790;100;265
4791;100;262
4792;100;264
4793;100;265
4794;100;254
4795;100;274
4796;100;262
4797;100;248
4798;100;258
4799;100;266
4800;100;263
4801;100;259
4802;100;256
4803;100;270
4804;100;266
4805;100;260
4806;100;261
4807;100;274
4808;100;253
4809;100;254
4810;100;239
4811;100;263
4812;100;255
4813;100;263
4814;100;253
4815;100;270
4816;100;280
4817;100;262
4818;100;259
4819;100;253
4820;100;255
4821;100;252
4822;100;269
4823;100;267
4824;100;273
4825;100;259
4826;100;252
4827;100;258
4828;100;263
4829;100;268
4830;100;256
4831;100;263
4832;100;253
4833;100;260
4834;100;254
4835;100;260
4836;100;260
4837;100;276
4838;100;264
4839;100;258
4840;100;261
4841;100;250
4842;100;252
4843;100;262
4844;100;268
4845;100;270
4846;100;271
4847;100;260
4848;100;259
4849;100;255
4850;100;258
4851;100;254
4852;100;258
4853;100;263
4854;100;261
4855;100;275
4856;100;268
4857;100;253
4858;100;260
4859;100;248
4860;100;252
4861;100;253
4862;100;258
4863;100;256
4864;100;258
4865;100;263
4866;100;262
4867;100;264
4868;100;260
4869;100;254
4870;100;263
4871;100;264
4872;100;275
4873;100;258
4874;100;256
4875;100;254
4876;100;266
4877;100;258
4878;100;261
4879;100;260
4880;100;256
4881;100;267
4882;100;265
4883;100;265
4884;100;259
4885;100;262
4886;100;267
4887;100;269
4888;100;260
4889;100;265
4890;100;265
4891;100;269
4892;100;272
4893;100;263
4894;100;261
4895;100;266
4896;100;265
4897;100;253
4898;100;258
4899;100;269
4900;100;250
4901;100;253
4902;100;265
4903;100;255
4904;100;266
4905;100;256
4906;100;264
4907;100;269
4908;100;261
4909;100;265
4910;100;263
4911;100;271
4912;100;276
4913;100;265
4914;100;264
4915;100;261
4916;100;262
4917;100;254
4918;100;269
4919;100;256
4920;100;268
4921;100;262
4922;100;266
4923;100;271
4924;100;255
4925;100;257
4926;100;283
4927;100;264
4928;100;260
4929;100;257
4930;100;255
4931;100;259
4932;100;256
4933;100;265
4934;100;265
4935;100;263
4936;100;268
4937;100;261
4938;100;254
4939;100;250
4940;100;248
4941;100;258
4942;100;261
4943;100;271
4944;100;253
4945;100;276
4946;100;254
4947;100;257
4948;100;276
4949;100;253
4950;100;267
4951;100;272
4952;100;267
4953;100;268
4954;100;250
4955;100;257
4956;100;240
4957;100;262
4958;100;261
4959;100;267
4960;100;262
4961;100;263
4962;100;265
4963;100;270
4964;100;263
4965;100;267
4966;100;258
4967;100;256
4968;100;270
4969;100;276
4970;100;262
4971;100;260
4972;100;256
4973;100;263
4974;100;259
4975;100;280
4976;100;265
4977;100;256
4978;100;283
4979;100;257
4980;100;266
4981;100;250
4982;100;267
4983;100;271
4984;100;257
4985;100;268
4986;100;262
4987;100;270
4988;100;258
4989;100;258
4990;100;262
4991;100;269
4992;100;271
4993;100;269
4994;100;259
4995;100;258
4996;100;268
4997;100;261
4998;100;264
4999;100;269
5000;100;263
5001;100;269
5002;100;262
5003;100;266
5004;100;266
5005;100;258
5006;100;255
5007;100;259
5008;100;254
5009;100;256
5010;100;265
5011;100;270
5012;100;265
5013;100;269
5014;100;268
5015;100;260
5016;100;261
5017;100;266
5018;100;258
5019;100;261
5020;100;256
5021;100;256
5022;100;262
5023;100;264
5024;100;270
5025;100;270
5026;100;260
5027;100;254
5028;100;290
5029;100;262
5030;100;261
5031;100;260
5032;100;260
5033;100;255
5034;100;258
5035;100;262
5036;100;266
5037;100;261
5038;100;256
5039;100;265
5040;100;260
5041;100;272
5042;100;267
5043;100;269
5044;100;255
5045;100;266
5046;100;257
5047;100;268
5048;100;262
5049;100;263
5050;100;263
5051;100;266
5052;100;258
5053;100;263
5054;100;263
5055;100;266
5056;100;254
5057;100;263
5058;100;270
5059;100;270
5060;100;257
5061;100;251
5062;100;273
5063;100;254
5064;100;269
5065;100;263
5066;100;260
5067;100;272
5068;100;255
5069;100;270
5070;100;261
5071;100;268
5072;100;271
5073;100;258
5074;100;268
5075;100;268
5076;100;258
5077;100;275
5078;100;262
5079;100;262
5080;100;253
5081;100;269
5082;100;271
5083;100;273
5084;100;271
5085;100;272
5086;100;257
5087;100;261
5088;100;274
5089;100;262
5090;100;263
5091;100;266
5092;100;264
5093;100;266
5094;100;264
5095;100;257
5096;100;277
5097;100;261
5098;100;256
5099;100;264
5100;100;263
5101;100;261
5102;100;256
5103;100;255
5104;100;273
5105;100;266
5106;100;278
5107;100;268
5108;100;258
5109;100;263
5110;100;263
5111;100;261
5112;100;271
5113;100;272
5114;100;259
5115;100;261
5116;100;268
5117;100;261
5118;100;272
5119;100;271
5120;100;263
5121;100;266
5122;100;270
5123;100;261
5124;100;263
5125;100;268
5126;100;258
5127;100;269
5128;100;266
5129;100;256
5130;100;263
5131;100;275
5132;100;265
5133;100;268
5134;100;277
5135;100;267
5136;100;262
5137;100;264
5138;100;267
5139;100;267
5140;100;271
5141;100;262
5142;100;264
5143;100;273
5144;100;257
5145;100;264
5146;100;265
5147;100;276
5148;100;271
5149;100;260
5150;100;262
5151;100;277
5152;100;262
5153;100;270
5154;100;265
5155;100;262
5156;100;255
5157;100;261
5158;100;272
5159;100;267
5160;100;282
5161;100;270
5162;100;267
5163;100;262
5164;100;267
5165;100;261
5166;100;266
5167;100;267
5168;100;267
5169;100;260
5170;100;273
5171;100;263
5172;100;259
5173;100;262
5174;100;275
5175;100;272
5176;100;278
5177;100;266
5178;100;269
5179;100;261
5180;100;264
5181;100;264
5182;100;275
5183;100;270
5184;100;258
5185;100;267
5186;100;269
5187;100;258
5188;100;258
5189;100;268
5190;100;273
5191;100;269
5192;100;253
5193;100;261
5194;100;269
5195;100;267
5196;100;262
5197;100;268
5198;100;259
5199;100;269
5200;100;277
5201;100;265
5202;100;257
5203;100;256
5204;100;269
5205;100;253
5206;100;276
5207;100;282
5208;100;270
5209;100;271
5210;100;264
5211;100;268
5212;100;256
5213;100;261
5214;100;277
5215;100;256
5216;100;277
5217;100;268
5218;100;267
5219;100;274
5220;100;258
5221;100;264
5222;100;261
5223;100;268
5224;100;278
5225;100;260
5226;100;270
5227;100;266
5228;100;268
5229;100;270
5230;100;270
5231;100;261
5232;100;277
5233;100;271
5234;100;274
5235;100;274
5236;100;267
5237;100;263
5238;100;268
5239;100;263
5240;100;262
5241;100;270
5242;100;281
5243;100;272
5244;100;260
5245;100;271
5246;100;265
5247;100;277
5248;100;263
5249;100;259
5250;100;265
5251;100;269
5252;100;264
5253;100;257
5254;100;271
5255;100;268
5256;100;279
5257;100;267
5258;100;271
5259;100;257
5260;100;260
5261;100;265
5262;100;268
5263;100;261
5264;100;260
5265;100;264
5266;100;260
5267;100;265
5268;100;272
5269;100;267
5270;100;261
5271;100;271
5272;100;273
5273;100;268
5274;100;267
5275;100;258
5276;100;260
5277;100;258
5278;100;263
5279;100;265
5280;100;259
5281;100;266
5282;100;260
5283;100;272
5284;100;267
5285;100;272
5286;100;276
5287;100;256
5288;100;265
5289;100;270
5290;100;272
5291;100;256
5292;100;270
5293;100;261
5294;100;264
5295;100;271
5296;100;260
5297;100;270
5298;100;263
5299;100;265
5300;100;261
5301;100;270
5302;100;265
5303;100;269
5304;100;270
5305;100;272
5306;100;276
5307;100;263
5308;100;263
5309;100;261
5310;100;258
5311;100;268
5312;100;270
5313;100;268
5314;100;267
5315;100;279
5316;100;274
5317;100;268
5318;100;282
5319;100;270
5320;100;258
5321;100;262
5322;100;265
5323;100;264
5324;100;264
5325;100;266
5326;100;263
5327;100;271
5328;100;264
5329;100;271
5330;100;270
5331;100;271
5332;100;262
5333;100;274
5334;100;259
5335;100;266
5336;100;266
5337;100;266
5338;100;265
5339;100;263
5340;100;252
5341;100;266
5342;100;275
5343;100;268
5344;100;270
5345;100;275
5346;100;276
5347;100;262
5348;100;256
5349;100;267
5350;100;274
5351;100;261
5352;100;275
5353;100;275
5354;100;259
5355;100;272
5356;100;267
5357;100;263
5358;100;273
5359;100;256
5360;100;259
5361;100;278
5362;100;278
5363;100;262
5364;100;268
5365;100;261
5366;100;271
5367;100;253
5368;100;273
5369;100;264
5370;100;266
5371;100;263
5372;100;254
5373;100;272
5374;100;282
5375;100;267
5376;100;267
5377;100;276
5378;100;278
5379;100;272
5380;100;270
5381;100;274
5382;100;269
5383;100;278
5384;100;268
5385;100;270
5386;100;268
5387;100;277
5388;100;273
5389;100;271
5390;100;263
5391;100;274
5392;100;267
5393;100;274
5394;100;269
5395;100;270
5396;100;267
5397;100;261
5398;100;257
5399;100;258
5400;100;266
5401;100;273
5402;100;271
5403;100;263
5404;100;255
5405;100;272
5406;100;270
5407;100;272
5408;100;284
5409;100;268
5410;100;265
5411;100;270
5412;100;273
5413;100;274
5414;100;264
5415;100;259
5416;100;270
5417;100;266
5418;100;269
5419;100;261
5420;100;267
5421;100;265
5422;100;261
5423;100;273
5424;100;254
5425;100;274
5426;100;264
5427;100;286
5428;100;281
5429;100;260
5430;100;273
5431;100;259
5432;100;262
5433;100;280
5434;100;284
5435;100;270
5436;100;274
5437;100;267
5438;100;261
5439;100;269
5440;100;269
5441;100;268
5442;100;276
5443;100;258
5444;100;270
5445;100;262
5446;100;262
5447;100;262
5448;100;274
5449;100;276
5450;100;273
5451;100;273
5452;100;275
5453;100;273
5454;100;262
5455;100;262
5456;100;271
5457;100;276
5458;100;268
5459;100;275
5460;100;267
5461;100;274
5462;100;265
5463;100;269
5464;100;268
5465;100;267
5466;100;263
5467;100;269
5468;100;260
5469;100;269
5470;100;271
5471;100;261
5472;100;274
5473;100;269
5474;100;272
5475;100;270
5476;100;273
5477;100;256
5478;100;268
5479;100;275
5480;100;259
5481;100;254
5482;100;262
5483;100;264
5484;100;272
5485;100;268
5486;100;264
5487;100;262
5488;100;258
5489;100;280
5490;100;259
5491;100;270
5492;100;264
5493;100;274
5494;100;265
5495;100;265
5496;100;256
5497;100;278
5498;100;270
5499;100;278
5500;100;275
5501;100;265
5502;100;272
5503;100;270
5504;100;267
5505;100;263
5506;100;256
5507;100;268
5508;100;270
5509;100;274
5510;100;259
5511;100;274
5512;100;270
5513;100;259
5514;100;280
5515;100;279
5516;100;274
5517;100;259
5518;100;277
5519;100;269
5520;100;279
5521;100;266
5522;100;275
5523;100;272
5524;100;267
5525;100;262
5526;100;262
5527;100;262
5528;100;275
5529;100;275
5530;100;268
5531;100;265
5532;100;279
5533;100;264
5534;100;280
5535;100;269
5536;100;277
5537;100;264
5538;100;265
5539;100;272
5540;100;268
5541;100;262
5542;100;264
5543;100;271
5544;100;276
5545;100;269
5546;100;267
5547;100;259
5548;100;276
5549;100;265
5550;100;266
5551;100;283
5552;100;273
5553;100;268
5554;100;275
5555;100;265
5556;100;271
5557;100;283
5558;100;264
5559;100;266
5560;100;275
5561;100;271
5562;100;266
5563;100;264
5564;100;270
5565;100;261
5566;100;268
5567;100;276
5568;100;272
5569;100;265
5570;100;280
5571;100;274
5572;100;280
5573;100;262
5574;100;274
5575;100;266
5576;100;276
5577;100;269
5578;100;260
5579;100;258
5580;100;276
5581;100;264
5582;100;273
5583;100;265
5584;100;272
5585;100;276
5586;100;271
5587;100;260
5588;100;274
5589;100;268
5590;100;272
5591;100;273
5592;100;270
5593;100;261
5594;100;281
5595;100;277
5596;100;254
5597;100;279
5598;100;269
5599;100;263
5600;100;275
5601;100;266
5602;100;259
5603;100;275
5604;100;266
5605;100;275
5606;100;271
5607;100;262
5608;100;274
5609;100;269
5610;100;271
5611;100;257
5612;100;276
5613;100;268
5614;100;260
5615;100;273
5616;100;260
5617;100;266
5618;100;288
5619;100;270
5620;100;273
5621;100;287
5622;100;260
5623;100;281
5624;100;264
5625;100;267
5626;100;270
5627;100;278
5628;100;266
5629;100;267
5630;100;276
5631;100;273
5632;100;273
5633;100;281
5634;100;274
5635;100;269
5636;100;263
5637;100;261
5638;100;277
5639;100;280
5640;100;261
5641;100;272
5642;100;273
5643;100;275
5644;100;271
5645;100;266
5646;100;273
5647;100;271
5648;100;269
5649;100;267
5650;100;265
5651;100;268
5652;100;263
5653;100;264
5654;100;258
5655;100;272
5656;100;270
5657;100;283
5658;100;267
5659;100;266
5660;100;269
5661;100;271
5662;100;266
5663;100;276
5664;100;278
5665;100;273
5666;100;295
5667;100;264
5668;100;271
5669;100;274
5670;100;264
5671;100;271
5672;100;264
5673;100;272
5674;100;259
5675;100;270
5676;100;264
5677;100;274
5678;100;275
5679;100;267
5680;100;265
5681;100;279
5682;100;259
5683;100;266
5684;100;266
5685;100;261
5686;100;266
5687;100;280
5688;100;272
5689;100;275
5690;100;268
5691;100;269
5692;100;270
5693;100;283
5694;100;263
5695;100;268
5696;100;269
5697;100;273
5698;100;268
5699;100;283
5700;100;266
5701;100;261
5702;100;264
5703;100;262
5704;100;273
5705;100;263
5706;100;279
5707;100;271
5708;100;286
5709;100;261
5710;100;279
5711;100;274
5712;100;276
5713;100;273
5714;100;278
5715;100;271
5716;100;274
5717;100;261
5718;100;273
5719;100;265
5720;100;272
5721;100;279
5722;100;278
5723;100;272
5724;100;263
5725;100;281
5726;100;281
5727;100;258
5728;100;281
5729;100;277
5730;100;275
5731;100;265
5732;100;275
5733;100;267
5734;100;259
5735;100;268
5736;100;266
5737;100;278
5738;100;276
5739;100;275
5740;100;262
5741;100;281
5742;100;277
5743;100;268
5744;100;271
5745;100;270
5746;100;267
5747;100;273
5748;100;265
5749;100;276
5750;100;271
5751;100;279
5752;100;277
5753;100;274
5754;100;273
5755;100;264
5756;100;267
5757;100;266
5758;100;268
5759;100;269
5760;100;266
5761;100;278
5762;100;281
5763;100;274
5764;100;280
5765;100;274
5766;100;280
5767;100;278
5768;100;269
5769;100;268
5770;100;267
5771;100;281
5772;100;279
5773;100;277
5774;100;299
5775;100;287
5776;100;271
5777;100;262
5778;100;269
5779;100;292
5780;100;281
5781;100;275
5782;100;273
5783;100;259
5784;100;273
5785;100;286
5786;100;270
5787;100;274
5788;100;262
5789;100;264
5790;100;270
5791;100;277
5792;100;264
5793;100;271
5794;100;269
5795;100;270
5796;100;280
5797;100;280
5798;100;279
5799;100;261
5800;100;272
5801;100;264
5802;100;271
5803;100;275
5804;100;274
5805;100;284
5806;100;282
5807;100;268
5808;100;270
5809;100;274
5810;100;271
5811;100;285
5812;100;269
5813;100;267
5814;100;281
5815;100;263
5816;100;279
5817;100;268
5818;100;282
5819;100;262
5820;100;266
5821;100;296
5822;100;258
5823;100;277
5824;100;268
5825;100;274
5826;100;273
5827;100;270
5828;100;275
5829;100;272
5830;100;282
5831;100;272
5832;100;264
5833;100;272
5834;100;272
5835;100;271
5836;100;268
5837;100;279
5838;100;275
5839;100;280
5840;100;274
5841;100;270
5842;100;262
5843;100;266
5844;100;271
5845;100;281
5846;100;272
5847;100;270
5848;100;271
5849;100;276
5850;100;278
5851;100;276
5852;100;274
5853;100;283
5854;100;267
5855;100;284
5856;100;274
5857;100;278
5858;100;278
5859;100;266
5860;100;278
5861;100;269
5862;100;263
5863;100;279
5864;100;268
5865;100;278
5866;100;294
5867;100;280
5868;100;261
5869;100;274
5870;100;279
5871;100;271
5872;100;283
5873;100;278
5874;100;274
5875;100;281
5876;100;266
5877;100;264
5878;100;264
5879;100;267
5880;100;262
5881;100;269
5882;100;268
5883;100;273
5884;100;261
5885;100;262
5886;100;279
5887;100;268
5888;100;268
5889;100;264
5890;100;269
5891;100;271
5892;100;274
5893;100;287
5894;100;277
5895;100;276
5896;100;268
5897;100;269
5898;100;272
5899;100;262
5900;100;278
5901;100;284
5902;100;278
5903;100;278
5904;100;274
5905;100;270
5906;100;276
5907;100;267
5908;100;279
5909;100;277
5910;100;276
5911;100;267
5912;100;270
5913;100;269
5914;100;285
5915;100;267
5916;100;284
5917;100;277
5918;100;262
5919;100;260
5920;100;274
5921;100;276
5922;100;263
5923;100;294
5924;100;271
5925;100;285
5926;100;271
5927;100;278
5928;100;275
5929;100;292
5930;100;269
5931;100;288
5932;100;271
5933;100;272
5934;100;281
5935;100;279
5936;100;277
5937;100;266
5938;100;278
5939;100;278
5940;100;285
5941;100;283
5942;100;280
5943;100;278
5944;100;266
5945;100;279
5946;100;273
5947;100;269
5948;100;264
5949;100;275
5950;100;273
5951;100;267
5952;100;272
5953;100;277
5954;100;274
5955;100;263
5956;100;278
5957;100;268
5958;100;277
5959;100;289
5960;100;277
5961;100;276
5962;100;276
5963;100;266
5964;100;275
5965;100;274
5966;100;281
5967;100;273
5968;100;268
5969;100;278
5970;100;265
5971;100;277
5972;100;274
5973;100;279
5974;100;280
5975;100;281
5976;100;269
5977;100;266
5978;100;274
5979;100;286
5980;100;268
5981;100;269
5982;100;269
5983;100;283
5984;100;271
5985;100;283
5986;100;277
5987;100;271
5988;100;280
5989;100;271
5990;100;268
5991;100;270
5992;100;277
5993;100;271
5994;100;282
5995;100;282
5996;100;281
5997;100;262
5998;100;281
5999;100;294
6000;100;269
6001;100;276
6002;100;280
6003;100;275
6004;100;273
6005;100;267
6006;100;287
6007;100;275
6008;100;280
6009;100;271
6010;100;278
6011;100;285
6012;100;280
6013;100;279
6014;100;261
6015;100;279
6016;100;282
6017;100;296
6018;100;275
6019;100;277
6020;100;290
6021;100;277
6022;100;289
6023;100;292
6024;100;272
6025;100;277
6026;100;282
6027;100;277
6028;100;280
6029;100;279
6030;100;285
6031;100;274
6032;100;270
6033;100;277
6034;100;263
6035;100;282
6036;100;271
6037;100;257
6038;100;263
6039;100;279
6040;100;281
6041;100;276
6042;100;276
6043;100;274
6044;100;274
6045;100;273
6046;100;274
6047;100;274
6048;100;284
6049;100;258
6050;100;281
6051;100;267
6052;100;282
6053;100;265
6054;100;276
6055;100;284
6056;100;265
6057;100;265
6058;100;280
6059;100;289
6060;100;273
6061;100;286
6062;100;276
6063;100;269
6064;100;279
6065;100;277
6066;100;272
6067;100;284
6068;100;274
6069;100;283
6070;100;285
6071;100;271
6072;100;278
6073;100;277
6074;100;262
6075;100;283
6076;100;271
6077;100;273
6078;100;262
6079;100;277
6080;100;280
6081;100;275
6082;100;283
6083;100;274
6084;100;275
6085;100;269
6086;100;275
6087;100;275
6088;100;279
6089;100;273
6090;100;270
6091;100;280
6092;100;277
6093;100;284
6094;100;287
6095;100;269
6096;100;266
6097;100;285
6098;100;273
6099;100;270
6100;100;270
6101;100;272
6102;100;282
6103;100;281
6104;100;280
6105;100;267
6106;100;283
6107;100;277
6108;100;281
6109;100;272
6110;100;282
6111;100;273
6112;100;264
6113;100;283
6114;100;276
6115;100;283
6116;100;273
6117;100;285
6118;100;294
6119;100;275
6120;100;279
6121;100;278
6122;100;278
6123;100;278
6124;100;274
6125;100;269
6126;100;280
6127;100;280
6128;100;275
6129;100;273
6130;100;276
6131;100;273
6132;100;280
6133;100;284
6134;100;290
